date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:27	40138/40138	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Nov%202016%2000:12:35%20GMT	https://distractionkiller.wordpress.com/home/notification_software/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/home/notification_software/index.html	(from https://distractionkiller.wordpress.com/)
17:12:27	302446/302446	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Nov%202016%2000:00:14%20GMT	https://distractionkiller.files.wordpress.com/2016/11/block_software.png?w=633&h=344&crop=1	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/block_software26b6.png	(from https://distractionkiller.wordpress.com/)
17:12:27	40030/40030	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Nov%202016%2000:12:35%20GMT	https://distractionkiller.wordpress.com/documents/block_software/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/documents/block_software/index.html	(from https://distractionkiller.wordpress.com/)
17:12:27	198781/198781	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:30:02%20GMT	https://distractionkiller.files.wordpress.com/2016/11/notification_keyword.png?w=644&h=338&crop=1	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/notification_keywordd601.png	(from https://distractionkiller.wordpress.com/)
17:12:27	183033/183033	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:46:39%20GMT	https://distractionkiller.files.wordpress.com/2016/11/block_web.png?w=644&h=338&crop=1	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/block_webd601.png	(from https://distractionkiller.wordpress.com/)
17:12:28	310511/310511	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:30:00%20GMT	https://distractionkiller.files.wordpress.com/2016/11/leaving.png?w=644&h=338&crop=1	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/leavingd601.png	(from https://distractionkiller.wordpress.com/)
17:12:31	20650/20650	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2255faca7a-50aa%22	http://0.gravatar.com/js/gprofiles.js?ver=201646y	C:/My%20Web%20Sites/dk/0.gravatar.com/js/gprofiles55bd.js	(from https://distractionkiller.wordpress.com/)
17:12:31	218426/218426	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:47:52%20GMT	https://distractionkiller.files.wordpress.com/2016/11/preference_web_-1.png?w=644&h=338&crop=1	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/preference_web_-1d601.png	(from https://distractionkiller.wordpress.com/)
17:12:31	40115/40115	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Nov%202016%2000:12:36%20GMT	https://distractionkiller.wordpress.com/home/notification_keyword/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/home/notification_keyword/index.html	(from https://distractionkiller.wordpress.com/)
17:12:31	39873/39873	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Nov%202016%2000:12:37%20GMT	https://distractionkiller.wordpress.com/home/block_web/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/home/block_web/index.html	(from https://distractionkiller.wordpress.com/)
17:12:31	40050/40050	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Nov%202016%2000:12:40%20GMT	https://distractionkiller.wordpress.com/home/preference_web_-1/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/home/preference_web_-1/index.html	(from https://distractionkiller.wordpress.com/)
17:12:32	39830/39830	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Nov%202016%2000:12:40%20GMT	https://distractionkiller.wordpress.com/home/leaving/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/home/leaving/index.html	(from https://distractionkiller.wordpress.com/)
17:12:32	582/582	---MCZ	200	added ('OK')	application/x-javascript	date:Sat,%2019%20Nov%202016%2000:12:39%20GMT	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1380573781h	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoc3b6.js	(from https://distractionkiller.wordpress.com/)
17:12:32	22842/22842	---MCZ	200	added ('OK')	text/css	date:Sat,%2019%20Nov%202016%2000:12:40%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1458924076h	C:/My%20Web%20Sites/dk/s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel8aea.css	(from https://distractionkiller.wordpress.com/)
17:12:32	1323/1323	---MCZ	200	added ('OK')	text/css	date:Sat,%2019%20Nov%202016%2000:12:40%20GMT	https://s1.wp.com/wp-content/mu-plugins/tiled-gallery/tiled-gallery.css?m=1443731146h	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/tiled-gallery/tiled-galleryf830.css	(from https://distractionkiller.wordpress.com/)
17:12:32	174/174	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2019%20Nov%202016%2000:12:41%20GMT	https://distractionkiller.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://distractionkiller.wordpress.com/)
17:12:33	57721/57721	---M-Z	200	added ('OK')	application/javascript	etag:%2245d7e6c2095e33c7f5ff33dd343c765a%22	https://s.skimresources.com/js/725X1342.skimlinks.js	C:/My%20Web%20Sites/dk/s.skimresources.com/js/725X1342.skimlinks.js	(from https://distractionkiller.wordpress.com/)
17:12:33	11389/11389	---MCZ	200	added ('OK')	application/x-javascript	date:Sat,%2019%20Nov%202016%2000:12:41%20GMT	http://stats.wp.com/w.js?55	C:/My%20Web%20Sites/dk/stats.wp.com/wb53b.js	(from https://distractionkiller.wordpress.com/)
17:12:33	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2019%20Nov%202016%2000:12:42%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/dk/pixel.wp.com/b0b80.gif	(from https://distractionkiller.wordpress.com/)
17:12:34	48358/48358	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:40:28%20GMT	https://distractionkiller.files.wordpress.com/2016/11/fc.png?w=748	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/fca89c.png	(from https://distractionkiller.wordpress.com/contact/)
17:12:34	42784/42784	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:40:31%20GMT	https://distractionkiller.files.wordpress.com/2016/11/wj.png?w=748	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/wja89c.png	(from https://distractionkiller.wordpress.com/contact/)
17:12:35	57237/57237	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:40:33%20GMT	https://distractionkiller.files.wordpress.com/2016/11/zw.png?w=748	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/zwa89c.png	(from https://distractionkiller.wordpress.com/contact/)
17:12:35	60544/60544	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:40:34%20GMT	https://distractionkiller.files.wordpress.com/2016/11/qf.png?w=748	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/qfa89c.png	(from https://distractionkiller.wordpress.com/contact/)
17:12:36	20606/20606	---MCZ	200	added ('OK')	text/css	date:Sat,%2019%20Nov%202016%2000:12:44%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/highlander-comments/style0196.css	(from https://distractionkiller.wordpress.com/home/notification_software/)
17:12:36	14270/14270	---MCZ	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202016%2006:05:11%20GMT	https://s1.wp.com/_static/??/wp-content/mu-plugins/actionbar/actionbar.css,/wp-content/themes/h4/global.css?m=1476338670j	C:/My%20Web%20Sites/dk/s1.wp.com/_static/index1a4d.html	(from https://distractionkiller.wordpress.com/home/notification_software/)
17:12:36	867/867	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/home/notification_software/feed/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/home/notification_software/feed/index.html	(from https://distractionkiller.wordpress.com/home/notification_software/)
17:12:36	1026778/1026778	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:56:12%20GMT	https://distractionkiller.files.wordpress.com/2016/11/notification_software.png	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/notification_software.png	(from https://distractionkiller.wordpress.com/home/notification_software/)
17:12:36	85520/85520	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:56:12%20GMT	https://distractionkiller.files.wordpress.com/2016/11/notification_software.png?w=300	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/notification_softwarec6eb.png	(from https://distractionkiller.wordpress.com/home/notification_software/)
17:12:37	42212/42212	---MCZ	200	added ('OK')	application/x-javascript	date:Tue,%2015%20Nov%202016%2020:47:50%20GMT	https://s0.wp.com/_static/??/wp-content/js/jquery/jquery.autoresize.js,/wp-content/mu-plugins/highlander-comments/script.js?m=1479242854j	C:/My%20Web%20Sites/dk/s0.wp.com/_static/indexa915.html	(from https://distractionkiller.wordpress.com/home/notification_software/)
17:12:37	595/595	---MCZ	200	added ('OK')	application/x-javascript	date:Sat,%2019%20Nov%202016%2000:12:45%20GMT	https://s1.wp.com/wp-content/mu-plugins/akismet-3.0/_inc/form.js?m=1404442431h	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/akismet-3.0/_inc/formcd10.js	(from https://distractionkiller.wordpress.com/home/notification_software/)
17:12:37	939865/939865	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Nov%202016%2000:00:14%20GMT	https://distractionkiller.files.wordpress.com/2016/11/block_software.png	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/block_software.png	(from https://distractionkiller.wordpress.com/documents/block_software/)
17:12:38	79809/79809	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Nov%202016%2000:00:14%20GMT	https://distractionkiller.files.wordpress.com/2016/11/block_software.png?w=300	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/block_softwarec6eb.png	(from https://distractionkiller.wordpress.com/documents/block_software/)
17:12:38	858/858	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/documents/block_software/feed/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/documents/block_software/feed/index.html	(from https://distractionkiller.wordpress.com/documents/block_software/)
17:12:38	572756/572756	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:30:02%20GMT	https://distractionkiller.files.wordpress.com/2016/11/notification_keyword.png	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/notification_keyword.png	(from https://distractionkiller.wordpress.com/home/notification_keyword/)
17:12:38	53564/53564	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:30:02%20GMT	https://distractionkiller.files.wordpress.com/2016/11/notification_keyword.png?w=300	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/notification_keywordc6eb.png	(from https://distractionkiller.wordpress.com/home/notification_keyword/)
17:12:38	523930/523930	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:46:39%20GMT	https://distractionkiller.files.wordpress.com/2016/11/block_web.png	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/block_web.png	(from https://distractionkiller.wordpress.com/home/block_web/)
17:12:39	48651/48651	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:46:39%20GMT	https://distractionkiller.files.wordpress.com/2016/11/block_web.png?w=300	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/block_webc6eb.png	(from https://distractionkiller.wordpress.com/home/block_web/)
17:12:39	938864/938864	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:30:00%20GMT	https://distractionkiller.files.wordpress.com/2016/11/leaving.png	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/leaving.png	(from https://distractionkiller.wordpress.com/home/leaving/)
17:12:39	865/865	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/home/notification_keyword/feed/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/home/notification_keyword/feed/index.html	(from https://distractionkiller.wordpress.com/home/notification_keyword/)
17:12:39	79276/79276	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:30:00%20GMT	https://distractionkiller.files.wordpress.com/2016/11/leaving.png?w=300	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/leavingc6eb.png	(from https://distractionkiller.wordpress.com/home/leaving/)
17:12:39	843/843	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/home/block_web/feed/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/home/block_web/feed/index.html	(from https://distractionkiller.wordpress.com/home/block_web/)
17:12:40	57208/57208	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:47:52%20GMT	https://distractionkiller.files.wordpress.com/2016/11/preference_web_-1.png?w=300	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/preference_web_-1c6eb.png	(from https://distractionkiller.wordpress.com/home/preference_web_-1/)
17:12:40	637280/637280	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:47:52%20GMT	https://distractionkiller.files.wordpress.com/2016/11/preference_web_-1.png	C:/My%20Web%20Sites/dk/distractionkiller.files.wordpress.com/2016/11/preference_web_-1.png	(from https://distractionkiller.wordpress.com/home/preference_web_-1/)
17:12:40	839/839	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/home/leaving/feed/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/home/leaving/feed/index.html	(from https://distractionkiller.wordpress.com/home/leaving/)
17:12:40	859/859	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/home/preference_web_-1/feed/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/home/preference_web_-1/feed/index.html	(from https://distractionkiller.wordpress.com/home/preference_web_-1/)
17:12:40	50/50	---M--	200	added ('OK')	image/gif	date:Sat,%2019%20Nov%202016%2000:12:49%20GMT	https://pixel.wp.com/g.gif?v=wpcom2&x_grav-hover=	C:/My%20Web%20Sites/dk/pixel.wp.com/g9818.gif	(from http://0.gravatar.com/js/gprofiles.js?ver=201646y)
17:12:41	24358/24358	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2019%20Nov%202016%2000:12:49%20GMT	https://distractionkiller.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://0.gravatar.com/js/gprofiles.js?ver=201646y)
17:12:41	4529/4529	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Nov%202015%2019:23:30%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	C:/My%20Web%20Sites/dk/s0.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1458924076h)
17:12:41	10063/10063	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Nov%202015%2019:23:30%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	C:/My%20Web%20Sites/dk/s0.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1458924076h)
17:12:41	1318/1318	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Nov%202015%2019:23:30%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite.png?5	C:/My%20Web%20Sites/dk/s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-spritee4da.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1458924076h)
17:12:42	2076/2076	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2004:17:52%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2x.png?5	C:/My%20Web%20Sites/dk/s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2xe4da.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1458924076h)
17:12:42	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2019%20Nov%202016%2000:12:50%20GMT	https://distractionkiller.wordpress.com/g.gif	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/g.gif	(from http://stats.wp.com/w.js?55)
17:12:42	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2019%20Nov%202016%2000:12:50%20GMT	https://distractionkiller.wordpress.com/c.gif	C:/My%20Web%20Sites/dk/distractionkiller.wordpress.com/c.gif	(from http://stats.wp.com/w.js?55)
17:12:42	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2019%20Nov%202016%2000:12:51%20GMT	http://pixel.wp.com/t.gif	C:/My%20Web%20Sites/dk/pixel.wp.com/t.gif	(from http://stats.wp.com/w.js?55)
17:12:43	671/671	---MC-	200	added ('OK')	text/plain	date:Sat,%2019%20Nov%202016%2000:12:51%20GMT	https://s1.wp.com/robots.txt		(from https://distractionkiller.wordpress.com/home/notification_software/)
17:12:43	666/666	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:43	523/523	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:44	581/581	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:44	602/602	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Nov%202015%2019:23:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:44	592/592	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2004:17:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:44	1414/1414	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2004:17:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:45	1027/1027	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:45	1134/1134	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:45	1984/1984	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2004:17:55%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:45	1232/1232	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Nov%202015%2021:35:47%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:45	1232/1232	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Nov%202015%2021:35:47%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:46	10819/10819	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Nov%202015%2021:35:47%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	C:/My%20Web%20Sites/dk/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
17:12:46	671/671	---MC-	200	added ('OK')	text/plain	date:Sat,%2019%20Nov%202016%2000:12:54%20GMT	https://s0.wp.com/robots.txt		(from https://distractionkiller.wordpress.com/home/notification_software/)
